symbol,passed,failed,unknown,conditions_met,total_conditions,passes_screen,score
1STCUS,"['sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining']",[],7,12,False,48
20MICRONS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,77
21STCENMGM,"['low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining']",[],6,12,False,53
360ONE,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'current_ratio_healthy', 'roce_decent']","['unpledged_promo_hold', 'promo_hold_stable', 'low_debt']",[],9,12,False,53
3BBLACKBIO,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,80
3BFILMS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy']","['yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_debt', 'roce_decent']",[],7,12,False,43
3CIT,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'roce_decent']",[],10,12,False,63
3IINFOLTD,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'roce_decent']",[],8,12,False,52
3MINDIA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['net_profit_positive', 'yoy_profit_not_declining']",[],10,12,False,80
3PLAND,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt']","['current_ratio_healthy', 'roce_decent']",[],10,12,False,55
4THGEN,[],"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],0,12,False,0
5PAISA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'yoy_profit_not_declining']",[],10,12,False,69
63MOONS,"['sales_qtr_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'net_profit_positive', 'roce_decent']",[],8,12,False,43
7NR,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['unpledged_promo_hold', 'roce_decent']",[],10,12,False,62
7SEASL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,75
7TEC,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,70
A1L,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_sales_growth'],[],11,12,False,72
A2ZINFRA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'promo_hold_stable', 'roce_decent']","['net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy']",[],7,12,False,45
AAATECH,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'yoy_profit_not_declining', 'promo_hold_stable']",[],9,12,False,58
AADHARHFC,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'current_ratio_healthy', 'roce_decent']","['promo_hold_stable', 'low_debt']",[],10,12,False,63
AADIIND,"['yoy_profit_not_declining', 'low_pledging']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],2,12,False,10
AAIL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_debt']",[],8,12,False,60
AAKAAR,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining']",[],9,12,False,72
AAKASH,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt']","['current_ratio_healthy', 'roce_decent']",[],10,12,False,62
AANANDALAK,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable']","['yoy_sales_growth', 'net_profit_positive', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],7,12,False,41
AANCHALISP,"['pe_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy']","['eps_positive', 'yoy_sales_growth', 'promo_hold_stable', 'roce_decent']",[],8,12,False,48
AAPLUSTRAD,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['unpledged_promo_hold', 'roce_decent']",[],10,12,False,63
AARADHYA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['promo_hold_stable'],[],11,12,False,80
AARCON,"['sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'current_ratio_healthy', 'roce_decent']",[],6,12,False,45
AAREYDRUGS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'yoy_profit_not_declining', 'promo_hold_stable', 'roce_decent']",[],8,12,False,44
AARNAV,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_profit_not_declining', 'roce_decent']",[],10,12,False,60
AARON,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,80
AARSHYAM,"['sales_qtr_positive', 'low_pledging', 'promo_hold_stable', 'low_debt']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'current_ratio_healthy', 'roce_decent']",[],4,12,False,27
AARTECH,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'roce_decent']",[],10,12,False,68
AARTIDRUGS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,77
AARTIIND,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt']","['promo_hold_stable', 'current_ratio_healthy', 'roce_decent']",[],9,12,False,48
AARTIPHARM,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'yoy_profit_not_declining']",[],10,12,False,74
AARTISURF,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy']","['promo_hold_stable', 'roce_decent']",[],10,12,False,60
AARVI,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,82
AASHEE,"['yoy_profit_not_declining', 'low_pledging', 'low_debt']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy', 'roce_decent']",[],3,12,False,19
AASHKA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'yoy_profit_not_declining', 'roce_decent']",[],9,12,False,67
AASTAFIN,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'yoy_profit_not_declining', 'unpledged_promo_hold']",[],9,12,False,53
AATMAJ,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']",['roce_decent'],[],11,12,False,75
AAVAS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'current_ratio_healthy', 'roce_decent']","['promo_hold_stable', 'low_debt']",[],10,12,False,58
AAYUSH,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['unpledged_promo_hold'],[],11,12,False,77
AAYUSHBULL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['unpledged_promo_hold', 'roce_decent']",[],10,12,False,53
ABAN,"['sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'promo_hold_stable']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'low_pledging', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],5,12,False,31
ABANSENT,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,65
ABATEAS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'unpledged_promo_hold', 'roce_decent']",[],9,12,False,55
ABB,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,88
ABBOTINDIA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,95
ABCAPITAL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold']","['promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],8,12,False,45
ABCINDQ,"['eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'roce_decent']",[],8,12,False,55
ABCOTS,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,66
ABDL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,78
ABFRL,"['sales_qtr_positive', 'yoy_sales_growth', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'roce_decent']",[],7,12,False,43
ABHAPOWER,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,82
ABHICAP,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'roce_decent']",[],10,12,False,60
ABHIFIN,"['pe_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['eps_positive', 'yoy_profit_not_declining', 'roce_decent']",[],9,12,False,50
ABHIINFRA,"['low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'roce_decent']",[],4,12,False,24
ABINFRA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_sales_growth'],[],11,12,False,72
ABIRAFN,"['pe_positive', 'eps_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['sales_qtr_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'roce_decent']",[],8,12,False,45
ABLBL,"['pe_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable']","['eps_positive', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],8,12,False,43
ABMINTLLTD,"['sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_debt', 'roce_decent']",[],5,12,False,30
ABMINTLTD,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['net_profit_positive', 'yoy_profit_not_declining']",[],10,12,False,75
ABMKNO,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_profit_not_declining', 'roce_decent']",[],10,12,False,60
ABREL,"['sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_debt', 'roce_decent']",[],5,12,False,28
ABRFL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,85
ABRIL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['promo_hold_stable'],[],11,12,False,80
ABSLAMC,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'roce_decent']","['promo_hold_stable', 'current_ratio_healthy']",[],10,12,False,83
ABSMARINE,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy', 'roce_decent']",['low_debt'],[],11,12,False,70
ABVL,"['sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'roce_decent']",[],9,12,False,53
ACC,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_profit_not_declining'],[],11,12,False,81
ACCEDERE,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'roce_decent']",[],8,12,False,55
ACCEL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt']","['net_profit_positive', 'current_ratio_healthy', 'roce_decent']",[],9,12,False,58
ACCELERATE,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,83
ACCELYA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'yoy_profit_not_declining']",[],10,12,False,74
ACCENTMIC,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,76
ACCORD,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']",['roce_decent'],[],11,12,False,70
ACCORDTS,"['pe_positive', 'eps_positive', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'promo_hold_stable']",[],7,12,False,58
ACCPL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,90
ACCURACY,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy']","['yoy_sales_growth', 'yoy_profit_not_declining', 'low_debt', 'roce_decent']",[],8,12,False,48
ACE,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",['yoy_sales_growth'],[],11,12,False,88
ACEALPHA,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,75
ACEEDU,"['yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'unpledged_promo_hold', 'roce_decent']",[],5,12,False,25
ACEENGITEC,"['yoy_profit_not_declining', 'low_pledging', 'promo_hold_stable']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],3,12,False,15
ACEINTEG,"['sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'roce_decent']",[],6,12,False,48
ACEMEN,"['low_pledging', 'low_debt']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'promo_hold_stable', 'current_ratio_healthy', 'roce_decent']",[],2,12,False,10
ACESOFT,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy']","['promo_hold_stable', 'roce_decent']",[],10,12,False,65
ACEWIN,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']",['roce_decent'],[],11,12,False,68
ACFSL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']",['roce_decent'],[],11,12,False,70
ACGL,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],[],12,12,True,80
ACHAL,"['low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'roce_decent']",[],2,12,False,14
ACHYUT,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy']","['yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'roce_decent']",[],8,12,False,48
ACI,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_profit_not_declining', 'promo_hold_stable']",[],10,12,False,65
ACIIN,"['low_pledging', 'low_debt', 'current_ratio_healthy']","['pe_positive', 'eps_positive', 'sales_qtr_positive', 'yoy_sales_growth', 'net_profit_positive', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'promo_hold_stable', 'roce_decent']",[],3,12,False,15
ACKNIT,"['pe_positive', 'eps_positive', 'sales_qtr_positive', 'net_profit_positive', 'low_pledging', 'unpledged_promo_hold', 'promo_hold_stable', 'low_debt', 'current_ratio_healthy', 'roce_decent']","['yoy_sales_growth', 'yoy_profit_not_declining']",[],10,12,False,63
ACL,"['sales_qtr_positive', 'yoy_sales_growth', 'yoy_profit_not_declining', 'unpledged_promo_hold', 'promo_hold_stable']","['pe_positive', 'eps_positive', 'net_profit_positive', 'low_pledging', 'low_debt', 'current_ratio_healthy', 'roce_decent']",[],5,12,False,30
